PERSON_ID,PARTY_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
87,87,Robert,Smith,contact87@supplier.com,+1-555-556-9052,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
88,88,Lisa,Williams,contact88@supplier.com,+1-555-329-1062,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
89,89,Yuki,Miller,contact89@supplier.com,+1-555-511-8740,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
90,90,Emily,Johnson,contact90@supplier.com,+1-555-497-6195,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
91,91,Wei,Smith,contact91@supplier.com,+1-555-424-4647,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
92,92,David,Smith,contact92@supplier.com,+1-555-745-7089,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
93,93,Jane,Chen,contact93@supplier.com,+1-555-267-3301,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
94,94,Wei,Brown,contact94@supplier.com,+1-555-150-8735,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
95,95,Sarah,Johnson,contact95@supplier.com,+1-555-833-2845,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
96,96,Emily,Miller,contact96@supplier.com,+1-555-560-4740,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
97,97,Michael,Williams,contact97@supplier.com,+1-555-147-6201,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
98,98,Jane,Smith,contact98@supplier.com,+1-555-134-6686,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
99,99,Michael,Kim,contact99@supplier.com,+1-555-456-4321,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
100,100,Yuki,Chen,contact100@supplier.com,+1-555-872-2977,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
101,101,Lisa,Kim,contact101@supplier.com,+1-555-101-2229,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
102,102,Robert,Smith,contact102@supplier.com,+1-555-403-9818,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
103,103,Wei,Chen,contact103@supplier.com,+1-555-242-2979,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
104,104,Robert,Chen,contact104@supplier.com,+1-555-840-9251,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
105,105,Jane,Williams,contact105@supplier.com,+1-555-902-2318,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
106,106,Jane,Smith,contact106@supplier.com,+1-555-548-2602,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
107,107,Sarah,Garcia,contact107@supplier.com,+1-555-189-1320,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
108,108,Jane,Johnson,contact108@supplier.com,+1-555-620-2916,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
109,109,Emily,Miller,contact109@supplier.com,+1-555-254-7979,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
110,110,Robert,Smith,contact110@supplier.com,+1-555-304-6366,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
111,111,Sarah,Tanaka,contact111@supplier.com,+1-555-132-4653,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
112,112,Emily,Tanaka,contact112@supplier.com,+1-555-776-1948,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
113,113,Sarah,Miller,contact113@supplier.com,+1-555-430-4582,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
114,114,John,Smith,contact114@supplier.com,+1-555-543-1927,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
115,115,Lisa,Kim,contact115@supplier.com,+1-555-398-4859,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
116,116,Robert,Smith,contact116@supplier.com,+1-555-610-8720,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
117,117,Yuki,Johnson,contact117@supplier.com,+1-555-926-7281,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
118,118,Emily,Kim,contact118@supplier.com,+1-555-388-2578,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
119,119,John,Jones,contact119@supplier.com,+1-555-741-9068,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
120,120,Wei,Chen,contact120@supplier.com,+1-555-696-8039,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
121,121,Jane,Jones,contact121@supplier.com,+1-555-154-3940,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
122,122,Jane,Williams,contact122@supplier.com,+1-555-817-2470,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
123,123,Sarah,Tanaka,contact123@supplier.com,+1-555-837-9908,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
124,124,Michael,Jones,contact124@supplier.com,+1-555-751-6915,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
125,125,Lisa,Garcia,contact125@supplier.com,+1-555-860-3999,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
126,126,Jane,Johnson,contact126@supplier.com,+1-555-333-5975,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
127,127,Sarah,Tanaka,contact127@supplier.com,+1-555-710-2234,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
128,128,Emily,Jones,contact128@supplier.com,+1-555-931-3510,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
129,129,Michael,Tanaka,contact129@supplier.com,+1-555-911-9967,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
130,130,Yuki,Smith,contact130@supplier.com,+1-555-642-2394,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
131,131,John,Kim,contact131@supplier.com,+1-555-386-5245,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
132,132,Lisa,Johnson,contact132@supplier.com,+1-555-104-7568,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
133,133,Lisa,Johnson,contact133@supplier.com,+1-555-510-4817,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
134,134,Emily,Jones,contact134@supplier.com,+1-555-538-3218,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
135,135,Wei,Kim,contact135@supplier.com,+1-555-141-6114,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
136,136,Sarah,Johnson,contact136@supplier.com,+1-555-388-9010,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
137,137,Wei,Williams,contact137@supplier.com,+1-555-815-2581,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
138,138,John,Chen,contact138@supplier.com,+1-555-456-9224,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
139,139,Sarah,Tanaka,contact139@supplier.com,+1-555-894-9870,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
140,140,Yuki,Tanaka,contact140@supplier.com,+1-555-383-4742,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
141,141,Lisa,Chen,contact141@supplier.com,+1-555-712-8444,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
142,142,Sarah,Tanaka,contact142@supplier.com,+1-555-542-4837,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
143,143,Michael,Tanaka,contact143@supplier.com,+1-555-178-9667,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
144,144,Sarah,Brown,contact144@supplier.com,+1-555-110-6501,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
145,145,Robert,Brown,contact145@supplier.com,+1-555-564-9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
146,146,Wei,Smith,contact146@supplier.com,+1-555-763-5529,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
147,147,David,Brown,contact147@supplier.com,+1-555-611-8397,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
148,148,Wei,Smith,contact148@supplier.com,+1-555-477-5597,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
149,149,Emily,Smith,contact149@supplier.com,+1-555-776-2547,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
150,150,Michael,Williams,contact150@supplier.com,+1-555-964-2878,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
151,151,Lisa,Tanaka,contact151@supplier.com,+1-555-351-6330,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
152,152,Michael,Jones,contact152@supplier.com,+1-555-317-2453,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
153,153,Emily,Smith,contact153@supplier.com,+1-555-730-4420,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
154,154,Jane,Johnson,contact154@supplier.com,+1-555-659-7316,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
155,155,Sarah,Miller,contact155@supplier.com,+1-555-738-6524,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
